,ley,articulo,parte,texto,tokens
0,ley_seguridad_publica, ARTÍCULO 12,parte_03,"e Ley; instrumentos y mecanismos de evaluación para IX.- Los la acreditación del cumplimiento de las condiciones objetivas de desarrollo institucional, necesarias para el ejercicio de las funciones y servicios relacionados con la seguridad pública y policía municipal, por parte de las instituciones municipales correspondientes; y X.- Las demás que el Ejecutivo del Estado y los ayuntamientos correspondientes determinen necesario establecer, en términos de la normatividad aplicable.  CAPÍTULO III DE LAS INSTANCIAS DE COORDINACIÓN SECCIÓN PRIMERA DEL CONSEJO ESTATAL DE SEGURIDAD PÚBLICA",196
0,ley_seguridad_publica, ARTÍCULO 13,parte_01,"El Consejo Estatal será la instancia superior de coordinación del Sistema Estatal y estará integrado por: I.- El Gobernador del Estado, quien lo presidirá; II.- El Secretario de Gobierno, quien suplirá al Presidente en caso de ausencia; III.- El Secretario de Seguridad Pública, quien fungirá como Secretario Técnico del Consejo Estatal de Seguridad Pública; IV.- El Procurador General de Justicia del Estado; V.- El Secretario de Hacienda; VI.- El Director General de la Policía Estatal Investigadora; VII.- El titular de la Policía Estatal de Seguridad Pública; VIII.- Los Presidentes de los municipios, quienes deberán asistir personalmente; IX.- El Coordinador del Comité Ciudadano de Seguridad Pública del Estado; X.- Los Comandantes de las Zonas Militar y Naval Militar establecidas en el Estado; XI.- El Delegado en el Estado de la Procuraduría General de la República; XII.- El Director General en el Estado del Centro de la Secretaría de",300
0,ley_seguridad_publica, ARTÍCULO 13,parte_02, Comunicaciones y Transportes; XIII.- El Delegado en el Estado del Centro de Investigación y Seguridad Nacional de la Secretaría de Gobernación; XIV.- El Representante de la Secretaría de Gobernación en el Estado; y XV.- El Jefe de la Región Sonora de la Policía Federal.,82
0,ley_seguridad_publica, ARTÍCULO 14,parte_01,"Serán invitados permanentes de este Consejo Estatal los Presidentes del Supremo Tribunal de Justicia, de la Comisión de Seguridad Pública del Congreso del Estado de Sonora y de la Comisión Estatal de Derechos Humanos.",66
0,ley_seguridad_publica, ARTÍCULO 15,parte_01,"Para el conocimiento y la atención de los aspectos que sean materia de coordinación, el Sistema Estatal contará con las comisiones que por acuerdo el Consejo considere pertinentes, dentro de las cuales se establecerán como mínimo la de Información, la de Certificación y Acreditación y la de Prevención del Delito y Participación Ciudadana. Estas comisiones se coordinarán con el Secretario de Seguridad Pública del Estado a efecto de dar seguimiento al cumplimiento de las disposiciones aplicables por parte de los Centros Estatales que forman parte de la estructura orgánica de la Secretaría de Seguridad Pública. En estas comisiones podrán participar las dependencias u organismos públicos relacionados con estas actividades, así como los expertos y las instituciones académicas o agrupaciones del sector privado y la sociedad civil en general, por acuerdo del Consejo Estatal.",280
0,ley_seguridad_publica, ARTÍCULO 16,parte_01,"El Consejo Estatal tendrá facultades para: I.- Coordinar el Sistema Estatal; II.- Elaborar y aprobar los lineamientos y políticas de seguridad pública estatales, procurando que los mismos sean integrales, sistemáticos, continuos y evaluables, así como apegados a los lineamientos emitidos por el Consejo Nacional de Seguridad Pública; III.- Expedir reglas para la organización y funcionamiento del Sistema Estatal, así como su propio reglamento interno; IV.- Formular las propuestas para los programas nacional, estatal y municipal de seguridad pública; V.- Conocer y evaluar periódicamente el cumplimiento de los objetivos y metas de los programas de seguridad pública; VI.- Proponer las bases y reglas generales para la realización de operativos conjuntos entre Instituciones de Seguridad Pública de carácter estatal y municipal; VII.- Proponer programas de cooperación entre la federación y los est",300
0,ley_seguridad_publica, ARTÍCULO 16,parte_02,"ados en materia de seguridad pública; VIII.- Opinar y formular propuestas para crear o reformar leyes y reglamentos en materia de seguridad pública; IX.- Analizar y opinar sobre los proyectos y estudios que se sometan a su consideración en materia de seguridad pública; X.- Realizar un diagnóstico actualizado de los factores criminógenos, a efecto de evaluar periódicamente, las políticas de seguridad pública y sus lineamientos;  XI.- Dar seguimiento a los acuerdos, políticas y lineamientos emitidos por el Consejo Nacional de Seguridad Pública; XII.- Promover la implementación de políticas de protección en materia de atención a víctimas del delito; XIII.- Promover la efectiva coordinación de las instancias que integran el Sistema Estatal y dar seguimiento a las acciones que para tal efecto se establezcan; XIV.- Promover el desarrollo de los modelos ministerial, polic",300
0,ley_seguridad_publica, ARTÍCULO 16,parte_03,"ial y pericial, así como la homologación de los mismos en las Instituciones de Seguridad Pública; XIV BIS.- Establecer anualmente el salario policial homologado, que incluya los rangos de percepción, la descripción de los puestos, la valuación de la actividad desempeñada y la competitividad salarial existente en la población asignada para la realización de labores similares a la de que se trate; XV.- Establecer las políticas en materia de suministro, intercambio, sistematización y actualización de la información que sobre seguridad pública generen las instituciones de seguridad pública estatales y municipales; XVI.- Promover la participación ciudadana y comunitaria en los procesos de evaluación de las políticas de prevención social de la violencia y la delincuencia, así como de las instituciones de seguridad pública; XVII.- Promover políticas de coordinación y colaboración con el Poder",300
0,ley_seguridad_publica, ARTÍCULO 16,parte_04," Judicial del Estado; XVIII.- Regular formación, permanencia, evaluación, reconocimiento y certificación, así como los sistemas disciplinarios, de estímulos y recompensas, de los integrantes de las instituciones de seguridad pública; la selección, ingreso, XIX.- Aprobar el nombramiento de los titulares de las comisiones señaladas en el artículo 15 de esta Ley, a propuesta de su Presidente; XX.- Emitir las Bases para la Integración de la Información sobre Seguridad Pública; y XXI.- Las demás que se establezcan en la presente Ley y las que resulten necesarias para cumplir el objeto de la misma.",202
0,ley_seguridad_publica, ARTÍCULO 17,parte_01,"El Consejo Estatal impulsará las acciones necesarias para que las autoridades del Estado y los municipios, establezcan un servicio para la localización de personas y bienes.",53
0,ley_seguridad_publica, ARTÍCULO 18,parte_01,"El Consejo Estatal se reunirá por lo menos cada seis meses a convocatoria de su Presidente, quien integrará la agenda de los asuntos a tratar, o en cualquier tiempo para tratar asuntos específicos que, por su trascendencia o urgencia,  deban ser desahogados en una sesión extraordinaria. Las sesiones del Consejo Estatal serán válidas cuando asistan las dos terceras partes de sus miembros. Los miembros del Consejo Estatal podrán proponer acuerdos, tomar resoluciones, vigilar su cumplimiento y desempeñar las comisiones que les sean asignadas. Los acuerdos del Consejo Estatal se tomarán con la aprobación de la mayoría de los integrantes presentes en la reunión correspondiente. En caso de empate, el voto de calidad será otorgado por el Presidente del Consejo Estatal o su suplente habilitado.",265
0,ley_seguridad_publica, ARTÍCULO 19,parte_01,"Corresponderá al Presidente del Consejo Estatal, además de la facultad de promover en todo tiempo la efectiva coordinación y funcionamiento del Sistema Estatal, las siguientes funciones: I.- Convocar y conducir las sesiones del Consejo Estatal; II.- Proponer el orden del día de la sesión respectiva; III.- Proponer la instalación de comisiones para evaluar políticas y acciones en materia de seguridad pública y designar a los responsables de las mismas; IV.- Integrar las propuestas a los programas nacional, estatal y municipales, sobre seguridad pública; V.- Proveer las medidas necesarias para la ejecución de las políticas, acciones y lineamientos aprobados por el organismo; VI.- Promover, suscribir y vigilar el cumplimiento de los acuerdos, convenios y demás resoluciones del Consejo Estatal; VII.- Coordinar acciones entre las policías estatales y municipales; y VIII.- Todas aquellas que le asignen las le",300
0,ley_seguridad_publica, ARTÍCULO 19,parte_02,yes o el propio Consejo Estatal.,11
0,ley_seguridad_publica, ARTÍCULO 20,parte_01,"Serán funciones del Secretario Técnico del Consejo Estatal de Seguridad Pública, las siguientes: I.- Proponer y ejecutar las políticas de seguridad pública en el Estado, así como las orientaciones, lineamientos, estrategias, programas y acciones para la prevención de los delitos y conductas antisociales y la readaptación social; II.- Presentar ante el Consejo, para su evaluación, la estructura, funcionamiento, políticas, estrategias y acciones del Sistema Estatal, así como las políticas de seguridad pública implementadas en el Estado; II BIS.- Proponer anualmente al Consejo Estatal el salario policial homologado, que incluya los rangos de percepción, la descripción de los puestos, la valuación de la  actividad desempeñada y la competitividad salarial existente en la población asignada para la realización de labores similares a la de que se trate; III.- Proponer fórmulas para la",300
0,ley_seguridad_publica, ARTÍCULO 20,parte_02," ejecución y evaluación del Programa Estatal de Seguridad Pública; IV.- Proponer al Consejo, para su aprobación, el programa de coordinación con los municipios para gestionar la obtención de equipo y material de seguridad pública y tránsito; V.- Proponer al Presidente del Consejo Estatal, el nombramiento de los responsables de cada una de las comisiones a que se refiere el artículo 15 de esta Ley; VI.- Levantar las actas y certificar los acuerdos que se tomen en el Consejo Estatal, además de llevar el archivo de éstos y de los convenios autorizados; y VII.- Ejecutar y dar seguimiento a los acuerdos y resoluciones del Consejo Estatal. SECCIÓN SEGUNDA DE LOS CONSEJOS MUNICIPALES E INTERMUNICIPALES",246
0,ley_seguridad_publica, ARTÍCULO 21,parte_01,"En cada uno de los municipios del Estado se establecerán Consejos Municipales, los cuales serán los encargados de la coordinación, planeación e implementación del Sistema de Seguridad Pública en sus respectivos ámbitos de gobierno. Así mismo, serán los responsables de dar seguimiento en sus respectivos ámbitos de competencia a los acuerdos, políticas y lineamientos emitidos por el Consejo Estatal.",132
0,ley_seguridad_publica, ARTÍCULO 22,parte_01,"Los Consejos Municipales estarán integrados por: I.- El Presidente Municipal, quien lo presidirá, o el Secretario del Ayuntamiento en ausencia de aquél; II.- El Jefe de la Policía Preventiva en el Ayuntamiento correspondiente o, en su caso, el funcionario que deba ejercer esa representación de conformidad con el Convenio que señalan los artículos 11 y 12 de la presente Ley, quien fungirá como Secretario Técnico; III.- El comandante de unidad o miembro con mayor grado de la corporación policíaca municipal, debiendo recaer la designación que efectúe el Presidente Municipal en alguno de los oficiales de policía que formen parte de la Comisión de Honor, Justicia y Promoción del municipio de que se trate; IV.- El regidor que presida la Comisión de Seguridad Pública en el Ayuntamiento; V.- Se deroga.  VI.- Se deroga. VII.- Se deroga. VIII.- Se deroga.",272
0,ley_seguridad_publica, ARTÍCULO 23,parte_01,"Serán invitados permanentes del Consejo Municipal, los funcionarios federales, siguientes: I.- El Comandante del resguardo militar o base naval, establecidos en el municipio del cual se trate; II.- Un representante de la Procuraduría General de la República, en la plaza; y III.- Un representante de la Policía Federal, en la plaza. El Consejo Municipal tendrá también como invitados permanentes a dos representantes de la sociedad civil o de la comunidad, por invitación de su Presidente, que puedan aportar conocimientos y experiencias para el cumplimiento de los objetivos de la seguridad pública. Dicha participación será con carácter honorífico.",201
0,ley_seguridad_publica, ARTÍCULO 24,parte_01,"Para la realización de actividades coordinadas de seguridad pública regional, se podrán establecer consejos intermunicipales, cuando así se solicite por los ayuntamientos interesados ante el Consejo Estatal. El Consejo Estatal podrá constituir oficiosamente consejos intermunicipales, cuando las necesidades y problemas del área sean comunes y así lo requiera la seguridad pública.",125
0,ley_seguridad_publica, ARTÍCULO 25,parte_01,"Los consejos intermunicipales estarán integrados por los presidentes municipales de la región que comprenda el correspondiente Consejo, sus jefes de Policía Preventiva y Tránsito o, en su caso, el funcionario que deba ejercer esa representación de conformidad con el Convenio que señalan los artículos 11 y 12 de la presente Ley, los agentes del Ministerio Público asentados en los respectivos municipios, el Delegado del Instituto de Tratamiento y Aplicación de Medidas para Adolescentes, un Director del Centro de Readaptación Social de la zona y un Secretario Ejecutivo designado por el propio Consejo Intermunicipal. Los presidentes de los municipios que integren los Consejos Intermunicipales, los presidirán de manera alternada. Serán invitados permanentes de los consejos intermunicipales, los comandantes de los resguardos militares y base naval, de la Procuraduría General de la República y de la Policía Federal Preventiva en el área. Los consejos intermunicipales tendrán también como invit",300
0,ley_seguridad_publica, ARTÍCULO 25,parte_02,"ados permanentes, por invitación de su Presidente y por la naturaleza de los asuntos a tratar, a dos representantes de la sociedad civil o de la comunidad, que puedan aportar  conocimientos y experiencias para el cumplimiento de los objetivos de la seguridad pública. Dicha participación será con carácter honorífico. Los diputados locales y los jueces penales o mixtos correspondientes a la región comprendida en el Consejo Intermunicipal correspondiente y, en su caso, los Presidentes de los Tribunales Regionales de Circuito, podrán ser invitados a las sesiones de los Consejos Intermunicipales.",190
0,ley_seguridad_publica, ARTÍCULO 26,parte_01,"Los Consejos Municipales e Intermunicipales de Seguridad Pública, sus Presidentes y Secretarios Ejecutivos tendrán, según corresponda y exclusivamente en el ámbito de su jurisdicción, las atribuciones que establecen los artículos 16, 19 y 20 de esta Ley y podrán proponer al Consejo Estatal sugerencias, acuerdos, programas específicos y convenios sobre las materias relativas a su coordinación. SECCIÓN TERCERA DE LOS COMITÉS CIUDADANOS DE SEGURIDAD PÚBLICA",164
0,ley_seguridad_publica, ARTÍCULO 27,parte_01,"Las autoridades competentes establecerán mecanismos eficaces para que la sociedad participe en el Sistema Estatal de Seguridad Pública en los términos de esta Ley y los demás ordenamientos aplicables. A este efecto, se creará el Comité Ciudadano de Seguridad Pública del Estado, adscrito al Consejo Estatal de Seguridad Pública. la Los ayuntamientos determinarán reglamentariamente integración de sus Comités Ciudadanos de Seguridad Pública Municipales, debiendo procurar que se adopten los principios de organización y atribuciones que esta Ley establece, e incluir mecanismos institucionales de coordinación y comunicación con el Comité Ciudadano de Seguridad Pública del Estado con el propósito de armonizar la participación ciudadana organizada en el cumplimiento de fines de este ordenamiento. lineamientos para los los El Sistema Estatal otorgará los apoyos materiales, de gestión o inform",300
0,ley_seguridad_publica, ARTÍCULO 27,parte_02,ación necesarios para el correcto funcionamiento de los Comités Ciudadanos.,24
0,ley_seguridad_publica, ARTÍCULO 28,parte_01,"El Comité Ciudadano de Seguridad Pública del Estado será una instancia autónoma, conformada por nueve representantes ciudadanos, que tiene por objeto coadyuvar con las autoridades de Seguridad Pública del Estado y de los Municipios, en el análisis del fenómeno delictivo, de las conductas antisociales y de las infracciones administrativas, generando propuestas de planes, programas y acciones de corto, mediano y largo plazo, para la consecución del objeto y fines de esta Ley.",155
0,ley_seguridad_publica, ARTÍCULO 29,parte_01,"Para ser representante ciudadano ante cualquier Comité Ciudadano, será necesario acreditar los siguientes requisitos: I.- Ser ciudadano sonorense en pleno ejercicio de sus derechos;  II.- Ser mayor de 30 años al momento de su designación; III.- Tener reconocida capacidad y probidad, además de tener conocimientos en materia de seguridad pública; IV.- No haber sido sentenciado por delito doloso o inhabilitado como servidor público; y V.- No haber ocupado ningún cargo público de elección, de designación o de índole partidista en los últimos cuatro años anteriores a la fecha de su designación.",215
