,ley,articulo,parte,texto,tokens
0,ley_de_transito,articulo 8,parte_01,"Para los efectos de la disciplina y del mando, los integrantes de las policías de tránsito municipales ostentarán los siguientes grados jerárquicos: I.- JEFE; II.- SUBJEFE; III.- COMANDANTE DE UNIDAD; IV.- OFICIAL PRIMERO; V.- OFICIAL SEGUNDO; VI.- SUBOFICIAL; Y VII.- AGENTE DE TRÁNSITO. Todo lo relativo a uniformes, insignias, divisas, manifestación, posesión y portación de armas, deberes y prohibiciones que, para los integrantes de las Policías Preventivas, señala la Ley de Seguridad Pública para el Estado de Sonora, será aplicable para los integrantes de las Policías de Tránsito Municipales.",212
0,ley_de_transito,articulo 9,parte_01,"Los integrantes de las policías de tránsito municipales serán los encargados de hacer cumplir las determinaciones de los Ayuntamientos y los Presidentes Municipales, así como vigilar en los términos de sus comisiones o de las funciones que sean acorde con sus jerarquías, el cumplimiento del presente ordenamiento y de los reglamentos, circulares y demás disposiciones de observancia general que aprueben los ayuntamientos. Los Comisarios y los Delegados Municipales ejercerán las funciones a que se refiere el párrafo que antecede, dentro de sus respectivas jurisdicciones, cuando no existan en las mismas, elementos de la Policía de Tránsito Municipal. Los integrantes de las policías de tránsito municipales actuarán en auxilio y a solicitud expresa del Ministerio Público, en la investigación, averiguación y persecución de hechos delictuosos derivados de las actividades reguladas por esta Ley.",274
0,ley_de_transito,articulo 10,parte_01,"Los partes que rindan los integrantes de las Policías de Tránsito Municipales harán prueba en la averiguación o el juicio criminal correspondiente, siempre que estén certificados por dos testigos de asistencia o por el Secretario de la Corporación, si existe y se refieran a materia de tránsito. Los integrantes de las Policías de Tránsito Municipales no podrán recoger ni exigir la entrega de licencias, tarjetas de circulación, placas y vehículos, sino en los casos expresamente previstos en esta Ley, en la comisión de algún delito, o cuando el conductor, siendo procedente de otro  Estado o país no garantice el cumplimiento del pago de las infracciones en que incurra. Las Policías de Tránsito Municipales podrán, previo acuerdo de los ayuntamientos, ejercer las atribuciones asignadas a las policías preventivas en la Ley de Seguridad Pública para el Estado de Sonora. Dicho acuerdo deberá publicarse en el Boletín",300
0,ley_de_transito,articulo 10,parte_02, Oficial del Gobierno del Estado de Sonora. CAPITULO II DE LA JURISDICCION,27
0,ley_de_transito,articulo 11,parte_01,"Son de jurisdicción municipal, las vías públicas ubicadas dentro de los límites de las poblaciones y ciudades comprendidas en el territorio del Municipio, así como los caminos y demás vías que no atraviesen los límites de dos o más Municipalidades. Sin embargo, los vehículos y sus conductores, y los peatones que usen vías públicas de jurisdicción estatal o federal, estarán sujetos a la vigilancia de las autoridades y agentes de tránsito de los Municipios por los que atraviesen, en cuanto no se opongan a disposiciones federales.",175
0,ley_de_transito,articulo 12,parte_01,"Son de jurisdicción estatal las vías públicas que atraviesen los límites de dos o más municipios, las que entronquen con alguna vía de jurisdicción federal, las que en su totalidad o en su mayor parte sean construidas por el Estado con fondos estatales o mediante concesión estatal por particulares o municipios.",99
0,ley_de_transito,articulo 13,parte_01,"En caso de duda respecto a la jurisdicción de alguna vía pública, cualquier interesado puede solicitar que el Ejecutivo del Estado haga la declaratoria correspondiente.",60
0,ley_de_transito,articulo 14,parte_01,"Son vías públicas las calzadas, boulevares, avenidas, calles, callejones de acceso y sus banquetas; así como los caminos vecinales, brechas, desviaciones, veredas, senderos, sus acotamientos; los puentes que unen a las vías públicas y a las zonas de protección de ambos.",103
0,ley_de_transito,articulo 15,parte_01,"Las vías públicas destinadas al tránsito de vehículos y de peatones, son bienes de dominio público. Su uso es común y no causa retribución alguna, sin más limitaciones que las señaladas en esta Ley y las disposiciones de las autoridades de tránsito dictadas en estricto cumplimiento de sus facultades.",108
0,ley_de_transito,articulo 16,parte_01,"Los caminos o calles que atraviesen predios o terrenos particulares, solamente podrán considerarse como vías públicas, cuando comuniquen dos o más poblaciones, o dos o más caminos o calles, no así cuando se trate de meras servidumbres de paso entre dos propiedades privadas. El uso de estos caminos hace nacer, respecto de los usuarios, la obligación de cerrar convenientemente las puertas que encuentren en su camino, de observar los avisos que pongan sus propietarios y de no estacionarse en sus interiores. En caso de duda sobre si un camino o calle deba ser o no considerado como vía pública, corresponde al ayuntamiento respectivo resolverla, después de escuchar a los interesados y recibir sus pruebas.",237
0,ley_de_transito,articulo 17,parte_01,"Las leyes fiscales respectivas, determinarán las características, vigencia y cuantía de los derechos por concepto de placas de circulación, expedición de licencias, calcomanías por revisados, permisos, estacionamientos exclusivos, estacionamientos públicos y estacionómetros. TITULO SEGUNDO DE LAS REGLAS DE TRANSITO  CAPITULO I DE LAS LICENCIAS",120
0,ley_de_transito,articulo 18,parte_01,"Para el manejo en la vía pública de vehículos de propulsión automotriz, se requiere de las siguientes licencias: I.- Licencia de automovilista, para manejar automóviles de cualquier clase, pero sin que tal manejo constituya un oficio o empleo. II.- Licencia de chofer, para manejar automóviles de cualquier clase en el ejercicio de este oficio o como empleado. Los operarios de talleres, de maquinaria agrícola y de construcción, no están excluidos de cumplir con este requisito, cuando conduzcan estos vehículos o maquinaria en la vía pública. III.- Licencia de operador de servicio público de transporte, quien podrá manejar todo tipo de vehículos. IV.- Licencia de motociclista. V.- Licencia provisional, expedida durante el trámite de licencias definitivas.",264
0,ley_de_transito,articulo 19,parte_01,"Para obtener la licencia de automovilista a que se refiere la Fracción I del Artículo anterior, se requiere: I.- Ser mayor de 18 años. II.- Llenar la solicitud correspondiente en las formas oficiales impresas. III.- Certificado médico de su aptitud física y mental para conducir, así como de que no es afecto al uso consuetudinario de bebidas embriagantes o de estupefacientes. IV.- Recabar la aprobación de los peritos del departamento de tránsito municipal, en el espacio especialmente destinado para ello en la forma de solicitud. V.- Llenar el tarjetón de identificación con las huellas y datos personales del solicitante. VI.- Anexar el número de fotografías que se le indique.",225
0,ley_de_transito,articulo 20,parte_01,"Para obtener la licencia de chofer, a que se refiere la fracción II del artículo 18 de esta Ley, además de reunir los requisitos que se establecen en el Artículo anterior, el solicitante deberá acreditar haber recibido capacitación y adiestramiento en el manejo de vehículos.",93
0,ley_de_transito,articulo 21,parte_01,"Para obtener licencia de operador de servicio público de transporte, deberá: I.- Ser mayor de 18 años. II.- Llenar la solicitud correspondiente, en la forma oficial impresa. III.- Aprobar el examen sobre conducción de vehículos de servicio público y el examen escrito de conocimiento de esta Ley ante la autoridad de tránsito. IV.- Carecer de antecedentes personales que revelen peligrosidad social.  V.- Demostrar haber recibido capacitación y adiestramiento en el manejo de vehículos de propulsión automotriz. VI.- Exhibir certificación médica, ya sea de la Dirección de Medicina Preventiva de la Secretaría de Comunicaciones y Transporte o de cualquier otra institución Médica Oficial, que acredite la aptitud física y mental, para conducir vehículos del servicio público, así como de que no es afecto al uso consuetudinario de bebidas embriagantes o de estupefacientes.",290
0,ley_de_transito,articulo 22,parte_01,"Para obtener licencia de motociclista se requiere: I.- Ser mayor de 16 años. Podrá autorizarse a un menor de esta edad, pero mayor de 14 años, cuando justifique que únicamente utilizará la motocicleta para trasladarse a la escuela, taller o desempeño de su trabajo que haga necesario su uso; además deberá exhibir carta autorización y responsiva de sus padres o tutor. II.- Demostrar su pericia en el manejo de estos vehículos y no tener impedimento físico o mental a juicio del perito de tránsito que haga el examen.",180
0,ley_de_transito,articulo 23,parte_01,"Las personas mayores de 16 años y menores 18 años, podrán solicitar a la Tesorería General del Estado, por conducto de sus Agencias Fiscales, permiso para manejar automóviles de servicio particular, el cual tendrá vigencia de seis meses.",76
0,ley_de_transito,articulo 24,parte_01,"Para obtener el permiso a que se refiere el artículo anterior, deberán satisfacerse los siguientes requisitos: I.- Presentar solicitud en las formas impresas, firmadas por uno de los padres o tutor, quien se hará solidario de la responsabilidad civil en que incurra el solicitante. II.- Cubrir los derechos correspondientes. III.- Aprobar el examen que determine la autoridad de tránsito. En caso de no aprobarlo, podrá con la misma solicitud y pago presentarlo en dos ocasiones, dentro de un plazo máximo de seis meses.",163
0,ley_de_transito,articulo 25,parte_01,"El permiso podrá ser renovado y expedido nuevamente por períodos iguales al que se expidió originalmente, siempre y cuando compruebe no haber incurrido en alguna infracción por negligencia o imprudencia, hasta en tanto el interesado esté en condiciones de que se le expida la licencia respectiva.",95
0,ley_de_transito,articulo 26,parte_01,"Para conducir vehículos de tracción animal, bicicletas, vehículos de tracción mecánica no automotriz y carro de mano, no se requiere licencia, pero no se permitirá que los manejen menores de 12 años. Tampoco se permitirá que menores de 18 años, manejen juegos o diversiones mecánicas accionadas por motores eléctricos o de combustión interna en ferias y estacionamientos destinados al público.",138
0,ley_de_transito,articulo 27,parte_01,"Toda persona que haya obtenido licencia o permiso de manejo podrá hacer uso de el durante su vigencia, siempre que conserve las cualidades físicas y mentales necesarias para conducir vehículos de motor.",65
0,ley_de_transito,articulo 28,parte_01,"A toda persona que padezca una incapacidad física para la conducción normal de vehículos de motor, se le podrá expedir licencia, cuando cuente con anteojos, prótesis u otros aparatos y el vehículo que pretende conducir esté provisto de mecanismos y otros medios auxiliares que previa demostración, le capaciten para conducir y satisfaga además los requisitos señalados por los artículos 19, 20 y 22 de esta Ley.",135
0,ley_de_transito,articulo 29,parte_01,"A ninguna persona se le expedirá o reexpedirá una licencia cuando se encuentre en los siguientes casos: I.- Cuando el titular de una licencia expedida por la Tesorería General del Estado u otra entidad federativa, no haya efectuado el pago de alguna multa por infracción a esta Ley, o cuando subsistan las condiciones que originaron la suspensión o cancelación de la licencia. II.- Cuando se compruebe que el solicitante tiene el hábito a los estupefacientes o al uso de bebidas embriagantes. III.- Cuando se compruebe que el solicitante ha sido previamente calificado de cualquier incapacidad mental o física que le impida conducir vehículos de motor y no demostrare mediante certificado médico haberse restablecido. IV.- Cuando a juicio debidamente fundado de la autoridad correspondiente, represente un peligro para la seguridad o bienestar general, el que esa persona conduzca un vehículo de motor en la vía pública.",292
0,ley_de_transito,articulo 30,parte_01,"Las licencias a que se refiere el Artículo 18 de esta Ley, serán expedidas por la Tesorería General del Estado, en las formas oficiales impresas para el efecto y tendrán la vigencia que en las mismas se establezcan y contendrán: I.- Nombre completo del conductor. II.- Edad en años cumplidos. III.- Domicilio. IV.- Fotografía. V.- Autoridad emisora. VI.- Fecha de expedición. VII.- Término de vigencia. VIII.- Número que corresponda a la licencia. IX.- Firma del funcionario correspondiente y sello de la dependencia que expida la licencia. X.- Tipo de licencia. XI.- Especificación de ser donador voluntario o no.",203
0,ley_de_transito,articulo 31,parte_01,"Los conductores y operadores de vehículos, deberán portar sus respectivas licencias al momento de conducir un vehículo o al tenerlo bajo su cuidado y responsabilidad en caso de estar estacionado en la vía pública. Las personas que contraten los servicios de un chofer u operador de servicio público, así como los que permitan a otro que conduzca su vehículo, deberán cerciorarse de que tienen en regla su licencia de manejar, bajo responsabilidad ante las autoridades de tránsito correspondientes, del pago de las multas que se les impongan por las infracciones en que incurran.",184
0,ley_de_transito,articulo 32,parte_01,"Las licencias para conducir expedidas por las autoridades de otros estados o de otros países, tendrá la misma validez que las expedidas conforme a esta Ley para conducir  vehículos, siempre y cuando aparezca que se encuentran en vigor y que sus tenedores no establezcan domicilio en el Estado.",95
0,ley_de_transito,articulo 33,parte_01,"Los extranjeros que soliciten la expedición de una licencia de las señaladas en el Artículo 18, Fracción I, además de llenar los requisitos exigidos según el caso, deberán comprobar satisfactoriamente su legal estancia en el país. CAPITULO II DE LA SUSPENSIÓN Y CANCELACIÓN DE LICENCIAS",108
0,ley_de_transito,articulo 34,parte_01,"Las licencias de conducir que hubiere expedido la Tesorería General del Estado, conforme a lo establecido en esta Ley, podrán recogerse, suspenderse o cancelarse en los siguientes casos: I.- Procede la suspensión: a).- Por resolución judicial que cause ejecutoria y así lo ordene. II.- Procede la cancelación: a).- Por haber sido infraccionado el titular de la licencia en más de tres ocasiones en el período de un año por conducir vehículos con exceso de velocidad. b).- Por haber sido infraccionado por conducir vehículos en estado de ebriedad o bajo la influencia de estupefacientes, aun cuando no constituya delito. c).- Por Resolución Judicial que cause ejecutoria y así lo ordene. d).- Por habérsele recogido en más de tres ocasiones la licencia, en el período de un año, al encargado de conducir una unidad destinada al servicio público de transporte. III.- Procede recoger la licencia",300
0,ley_de_transito,articulo 34,parte_02," de operador de servicio público de transporte, por las causas y en los términos que señala la Ley de Transporte del Estado de Sonora.",42
0,ley_de_transito,articulo 35,parte_01,"Al recibirse en la Tesorería General del Estado, el oficio que comunica la Resolución Judicial que ordena la suspensión de la licencia, aquella la boletinará a sus dependencias receptoras y a las autoridades municipales de tránsito, para que procedan de inmediato a ejecutar la resolución respectiva.",93
0,ley_de_transito,articulo 36,parte_01,"Los departamentos de tránsito municipales al tener conocimiento de las causales de cancelación de licencias, lo notificarán al Ayuntamiento respectivo, remitiéndole las infracciones cometidas y actas levantadas. Inmediatamente después, el Ayuntamiento, notificará al titular de las licencias, a fin de que dentro del término de quince días hábiles, manifieste lo que a su derecho convenga, formulando su defensa. Vencido el término señalado en el párrafo anterior, el Ayuntamiento resolverá en definitiva y lo notificará dentro de los cinco días hábiles siguientes al titular de la licencia. Contra esta resolución no procede recurso administrativo alguno. La sanción de cancelación de la licencia es independiente de las multas que por las infracciones que le dieron motivo, se hayan aplicado.",269
0,ley_de_transito,articulo 37,parte_01,"Cancelada una licencia, se hará del conocimiento de la Tesorería General del Estado, y se notificará al titular para que haga entrega de la licencia, dentro de los cinco días hábiles siguientes, procediendo a comunicar la cancelación a las autoridades de tránsito.  La cancelación de licencias de operadores de servicio público de transporte deberá comunicarse además a la Dirección de Transporte del Estado. En caso de que no se entregue la licencia, se hará del conocimiento del Ministerio Público denunciando la comisión del ilícito correspondiente, para los efectos legales conducentes.",194
0,ley_de_transito,articulo 38,parte_01,"Cuando se recoja una licencia en los términos del Artículo 34, Fracción III de esta Ley, deberá remitirse inmediatamente al Departamento de Tránsito respectivo para que le sea entregada al conductor una vez que haya liquidado la multa y se registre la infracción para su control y efectos estadísticos.",99
0,ley_de_transito,articulo 39,parte_01,"Salvo el término señalado en la resolución judicial respectiva, la Tesorería General del Estado, podrá volver a expedir nueva licencia a las personas a quienes se les haya cancelado conforme a esta Ley, siempre y cuando haya transcurrido cuando menos un año de la cancelación y hayan desaparecido las condiciones que originaron la misma. Al efecto, recabarán la información de la autoridad municipal de tránsito del domicilio del interesado. CAPITULO III DE LOS VEHÍCULOS SECCIÓN I DE LA CLASIFICACIÓN DE LOS VEHÍCULOS",181
0,ley_de_transito,articulo 40,parte_01,"Los vehículos, para los efectos de esta Ley se clasifican: I.- Por el servicio a que están destinados: 1.- Particulares, para uso exclusivo de sus propietarios, así como para el transporte de sus empleados o la carga de sus negocios. 2.- Público, para uso público del servicio de transporte de pasajeros y carga, mediante concesión otorgada en los términos de esta Ley. 3.- Oficiales, para uso de dependencias públicas federales, estatales o municipales. 4.- Comerciales, destinados a la venta al público como mercancía por negociaciones mercantiles en el ramo de automóviles. 5.- De emergencia, destinados exclusivamente al servicio de bomberos, hospitales y de policía federal, estatal y municipal. II.- Por su peso: 1.- Ligeros hasta 3,500 kilogramos a).- Bicicletas y triciclos b).- Motocicletas c).- Automóviles d).- Pick up 2.- Pesados con más de 3,500 kil",300
0,ley_de_transito,articulo 40,parte_02,"ogramos:  a).- Autobuses, camiones de 2 o más ejes b).- Tractores con semiremolque c).- Vehículos agrícolas d).- Camiones con remolque e).- Equipo especial movible En las vías de jurisdicción estatal, los vehículos destinados al servicio público o privado de transporte, deberán cumplir con las condiciones de peso en los términos que establezca el Reglamento correspondiente. III.- Por su tipo: 1.- Motocicletas de más de 50 centímetros cúbicos 2.- Automóviles a).- Convertibles b).- Deportivo c).- Sedán (2 y 4 puertas) e).- Vagoneta (hasta 9 plazas) f).- Panel g).- Otros. 3.- Pick up a).- De caja abierta b).- De caja cerrada (furgoneta) 4.- Minibuses (de 30 pasajeros en adelante) 5.- Autobuses (de 44 pasajeros en adelante) 6.- Camiones unitarios a).- De caja b).- De plataforma c).- De",300
0,ley_de_transito,articulo 40,parte_03, redilas d).- Refrigerador e).- Tanque f).- Tractor g).- De volteo  h).- Otros. 7.- Remolque y Semirremolque a).- Con caja b).- De cama baja c).- Habitación d).- Jaula e).- Plataforma f).- Para postes g).- Refrigerador h).- Tanque i).- Tolva j).- Góndola k).- Otros. 8.- Diversos a).- Ambulancias b).- Carrozas c).- Grúas d).- Transporte de automóviles e).- Con otro equipo especial. IV.- Por su agrupamiento: 1.- Sencillos 2.- Combinados V.- Por el número de ejes: 1.- Unidad sencilla de 2 ejes 2.- Unidad sencilla de 3 ejes 3.- Unidad sencilla de 4 ejes 4.- Combinación de tractor de 2 ejes y semirremolque de 1 y 2 ejes. 5.- Combinación de tractor de 3 ejes y semirremolque de 1 y 2 ejes.  6.- Combinación de camión de 2 y 3 e,300
0,ley_de_transito,articulo 40,parte_04,"jes con remolque de 2 ejes. VI.- Por el tipo de propulsión: a).- De propulsión mecánica. b).- De propulsión sin motor, entendiéndose como tales, los que se accionan por medio de la energía humana o animal, así como otros vehículos no motorizados. SECCION II DE LOS REQUISITOS PARA LA CIRCULACION DE LOS VEHICULOS",118
0,ley_de_transito,articulo 41,parte_01,"Para circular en el Estado de Sonora, todo vehículo debe reunir los siguientes requisitos: I.- Portar placas y tarjeta de circulación: a).- De las expedidas por la Tesorería General del Estado, cuya vigencia deberá revalidarse anualmente, tratándose de vehículos de propulsión mecánica. La Tesorería General del Estado cuando las circunstancias lo justifiquen, podrá expedir a los propietarios de los vehículos, permisos por tiempo determinado para transitar sin placas o sin tarjeta de circulación y calcomanía de revalidación. b).- De las expedidas por otros Estados de la República, siempre y cuando se encuentren vigentes. c).- De las expedidas anualmente por los ayuntamientos de los municipios del Estado, a través de sus respectivas Tesorerías municipales, en el caso de vehículos de propulsión sin motor. Las tesorerías municipales estarán facultadas para expedir a los propietarios de los vehículos a que se refiere",300
0,ley_de_transito,articulo 41,parte_02," el párrafo anterior, justificadamente, permisos por tiempo determinado para transitar sin placas o sin tarjeta de circulación. II.- Ostentar adheridas en el cristal, las calcomanías correspondientes a la revalidación anual de placas y al revisado del vehículo. III.- Los vehículos de emergencia y oficiales, aún cuando ostenten los signos que los identifiquen plenamente como tales, están obligados a transitar al amparo de placas. IV.- Los señalados en el artículo 52 de esta Ley. V.- Haber aprobado, en el caso de los vehículos de propulsión mecánica, el examen de verificación de emisiones contaminantes, en los términos de la Ley de la materia, debiendo portar en lugar visible la calcomanía que por este efecto se expida. Los vehículos destinados al servicio público o privado de transporte para circular en vías de jurisdicción estatal, deberán cumplir con las condiciones de peso, dimensiones, capacidad y otr",300
0,ley_de_transito,articulo 41,parte_03,as especificaciones en los términos que establezca el Reglamento que al efecto expedirá el Gobernador del Estado.,37
0,ley_de_transito,articulo 42,parte_01,"La obtención de placas y tarjetas de circulación en los casos de vehículos nuevos o usados, deberá realizarse dentro de los quince días hábiles siguientes al de la fecha de  adquisición o del pedimento de importación definitivo a la zona fronteriza o al interior del País o de la baja de placas. Tratándose de vehículos provenientes de otras entidades federativas cuyos propietarios establezcan su domicilio en el Estado de Sonora, tienen de plazo para adquirirlas hasta el 31 de enero del año siguiente al de dicho cambio. El canje de placas se efectuará en el transcurso de los tres primeros meses del año de calendario que corresponda y tendrán una vigencia de tres años, contados a partir del último programa de canje que implemente el Gobierno. Las placas de circulación de los vehículos de propulsión mecánica deberán revalidarse anualmente, durante los tres primeros mes",300
0,ley_de_transito,articulo 42,parte_02,"es del año del calendario. Para efecto de los trámites a que se hace referencia en el presente artículo, el interesado deberá contar con licencia de conducir vigente del Estado y demás requisitos establecidos en las disposiciones administrativas de observancia general que expida el Ejecutivo Estatal, por conducto de la Secretaría de Hacienda.",108
0,ley_de_transito,articulo 43,parte_01,"Cuando se trate de placas para vehículos de servicio público de transporte, además de observar los requisitos establecidos en el Artículo anterior, deberá acreditarse, en su caso: I.- Que el vehículo reúne los requisitos de comodidad, seguridad, eficiencia y vida útil para la prestación del servicio público, mediante certificación expedida por la Dirección de Transporte del Estado. II.- Certificación de no adeudo de impuestos y derechos federales, estatales o municipales. III.- Que la unidad reúne los requisitos mínimos de limpieza e higiene, mediante certificación expedida por la Secretaría de Salud Pública del Estado. Asimismo el concesionario de servicio público de transporte deberá acreditar la propiedad y tenencia legal del vehículo y contar en su caso, con el seguro del viajero vigente, en los términos de Ley.",280
0,ley_de_transito,articulo 44,parte_01,Los vehículos destinados al servicio público de transporte deberán satisfacer además las exigencias y requisitos que se señalan en la Ley de Transportes del Estado.,52
0,ley_de_transito,articulo 45,parte_01,"Los vehículos oficiales deberán ostentar, en lugar visible de sus portezuelas, leyendas que identifiquen la dependencia pública a que pertenezcan. Los vehículos propiedad particular de los funcionarios y empleados públicos, no podrán ser considerados como oficiales.",86
0,ley_de_transito,articulo 46,parte_01,"Los vehículos destinados exclusivamente a su venta al público y en tanto son vendidos, para poder circular en la vía pública, deberán portar placas de demostración, que para ese efecto proporcionará la Tesorería General del Estado. Para obtener las placas de demostración se estará a lo que dispongan al respecto las leyes fiscales correspondientes.",118
0,ley_de_transito,articulo 47,parte_01,"Las placas y tarjetas de circulación son intransferibles entre particulares o empresas, salvo que exista cambio de propietario. Las placas permanecerán en el vehículo y únicamente se expedirá tarjeta de circulación cuando se enajene, previo el pago de los derechos correspondientes.",92
0,ley_de_transito,articulo 48,parte_01,"El cambio de propietario, de uso o de destino de los vehículos de  propulsión mecánica, deberá ser notificado a la Agencia Fiscal del Estado que corresponda al domicilio del propietario, dentro del término de quince días contados a partir de que se efectue la operación de que se trate, respecto de los vehículos de propulsión sin motor, la notificación a que se refiere este artículo, deberá hacerse dentro de igual término, a la Tesorería Municipal del domicilio del propietario. Asimismo, dentro del término de quince días, contados a partir de efectuada la baja correspondiente, deberá todo vehículo ser dado de alta, acompañando además de los requisitos especiales que se señalan, copia de la baja correspondiente. Tratándose de vehículos destinados a la prestación del servicio público de transporte, dentro del mismo término, deberán notificarlo a la Dirección de Transporte del",300
0,ley_de_transito,articulo 48,parte_02," Estado. Al ser dado de baja el vehículo, deberá acreditarse no tener adeudo por concepto de multas de tránsito, así como derechos que se generen por la explotación del servicio público de transporte, en su caso. La certificación respectiva se asentará en el espacio destinado para ello en las formas oficiales a que se refiere el primer párrafo de este artículo. Juntamente con el aviso de baja, deberá enterarse el impuesto que corresponda, así como devolverse el original de la tarjeta de circulación.",167
0,ley_de_transito,articulo 49,parte_01,"En caso de extravío de una o ambas placas, deberá darse aviso de este hecho al Departamento de Tránsito Municipal, proporcionando todos los datos que se consideren convenientes y que sirvan para acreditar el extravío o para formalizar la averiguación penal que pudiese resultar. La copia del aviso, sellada de recibido por el Departamento de Tránsito Municipal, servirá de resguardo al interesado hasta por un término de treinta días, transcurrido el cual deberá dar de baja el número de placas y recabar un nuevo juego, previo el pago de los derechos de expedición.",194
0,ley_de_transito,articulo 50,parte_01,Las tarjetas de circulación contendrán los datos relativos a las características del vehículo y a los de identificación de su propietario.,44
0,ley_de_transito,articulo 51,parte_01,"En caso de extravío o destrucción de la tarjeta de circulación, deberá solicitarse su reposición ante la misma autoridad que la haya expedido, la que la otorgará previo al pago de los derechos que correspondan.",69
0,ley_de_transito,articulo 52,parte_01,"Los vehículos procedentes del extranjero o de zonas libres fiscales, deberán ampararse además de sus placas y tarjeta de circulación de origen, con el permiso de las autoridades aduanales correspondientes, para que puedan circular por el Estado de Sonora. CAPITULO IV DEL EQUIPO DE LOS VEHÍCULOS SECCIÓN I DISPOSICIÓN PRELIMINAR",117
